88895,57,38900
58851,23/18-A-17,55809,300.00,0.00,15/05/2018,11:55:27,16800,Y
58165,02/18-A-15,24906,200.00,0.00,15/05/2018,12:08:16,16801,Y
53098,170/2017-A-20,50445,200.00,0.00,15/05/2018,12:09:30,16802,Y
58599,28/18-A-15,50445,200.00,0.00,15/05/2018,12:10:01,16803,Y
50724,84/2017-A-17,29041,300.00,0.00,15/05/2018,12:11:44,16804,Y
54040,219/2017-A-15,24411,500.00,0.00,15/05/2018,12:25:06,16805,Y
47404,174/2016-A-10,24411,500.00,0.00,15/05/2018,12:25:36,16806,Y
48384,14/2017-A-15,13697,500.00,0.00,15/05/2018,12:27:20,16807,Y
51378,130/2017-B-9,29576,200.00,0.00,15/05/2018,12:31:02,16808,Y
47472,176/2016-A-2,27228,600.00,0.00,15/05/2018,12:36:54,16809,Y
58616,16/2018-A-14,55550,500.00,0.00,15/05/2018,12:46:08,16810,Y
55388,187/17-A-13,28888,250.00,0.00,15/05/2018,12:54:21,16811,Y
49927,70/2017-A-16,28888,250.00,0.00,15/05/2018,12:55:06,16812,Y
47660,300/2016-A-15,27293,150.00,0.00,15/05/2018,12:58:07,16813,Y
47734,186/2016-B-4,27324,100.00,0.00,15/05/2018,13:01:49,16814,Y
51365,105/2017-A-12,29274,500.00,0.00,15/05/2018,13:09:29,16815,Y
59226,27/2018-A-16,56164,500.00,0.00,15/05/2018,15:50:27,16816,Y
47975,04/2017-A-9,27670,3500.00,0.00,15/05/2018,15:52:20,16817,Y
50212,79/2017-A-16,28985,600.00,0.00,15/05/2018,15:53:43,16818,Y
49438,42/2017-A-14,28145,2000.00,0.00,15/05/2018,15:55:30,16819,Y
54122,212/2017-A-9,27186,1000.00,0.00,15/05/2018,15:57:47,16820,Y
51235,82/2017-A-18,28975,500.00,0.00,15/05/2018,15:59:47,16821,Y
49625,85/2017-A-8,28851,150.00,0.00,15/05/2018,16:01:35,16822,Y
53884,196/2017-A-2,50768,300.00,0.00,15/05/2018,16:05:40,16823,Y
48247,13/2017-A-14,27958,400.00,0.00,15/05/2018,16:43:12,16824,Y
59479,27/2018-A-17,27958,200.00,0.00,15/05/2018,16:43:23,16825,Y
52112,183/2017-A-3,13146,2000.00,0.00,15/05/2018,16:47:47,16826,Y
42604,63/2016-A-8,12345,500.00,0.00,15/05/2018,16:49:45,16827,Y
49562,46/2017-A-6,27871,700.00,0.00,15/05/2018,16:57:32,16828,Y
57952,02/18-A-7,54807,200.00,0.00,15/05/2018,16:58:02,16829,Y
49985,57/2017-A-16,26514,500.00,0.00,15/05/2018,17:03:29,16830,Y
50422,83/2017-A-9,29018,600.00,0.00,15/05/2018,17:06:10,16831,Y
46829,158/2016-A-17,21243,1000.00,0.00,15/05/2018,17:08:00,16832,Y
53892,199/2017-A-20,50776,500.00,0.00,15/05/2018,17:10:19,16833,Y
46519,142/2016-A-8,13990,200.00,0.00,15/05/2018,17:13:01,16834,Y
47380,287/2016-B-19,26790,200.00,0.00,15/05/2018,17:17:02,16835,Y
62333,TF20M01L-1090937,59091,100.00,0.00,15/05/2018,17:17:15,16836,Y
48987,56/2017-A-15,28720,600.00,0.00,15/05/2018,17:21:50,16837,Y
48481,16/2017-A-9,12363,2000.00,0.00,15/05/2018,17:28:01,16838,Y
46676,153/2016-A-17,26614,600.00,0.00,15/05/2018,17:29:22,16839,Y
59481,52/18-A-9,26340,1000.00,0.00,15/05/2018,17:31:39,16840,Y
58989,16/18-A-18,55970,1000.00,0.00,15/05/2018,17:33:34,16841,Y
47258,284/2016-A-7,15465,500.00,0.00,15/05/2018,17:37:12,16842,Y
54731,223/2017-A-14,51372,200.00,0.00,15/05/2018,17:39:53,16843,Y
53086,129/17-A-4,50442,200.00,0.00,15/05/2018,17:44:25,16844,Y
59628,28/2018-A-4,56543,500.00,0.00,15/05/2018,17:47:10,16845,Y
48446,18/2017-A-13,28054,500.00,0.00,15/05/2018,17:53:45,16846,Y
49439,42/2017-A-15,28173,2000.00,0.00,15/05/2018,17:58:22,16847,Y
54494,163/17-A-16,51133,1600.00,0.00,15/05/2018,18:01:48,16848,Y
61616,96/18-A-6,24943,500.00,0.00,15/05/2018,18:05:50,16849,Y
47911,191/16-A-16,27584,600.00,0.00,15/05/2018,18:07:56,16850,Y
50521,83/2017-A-2,29098,600.00,0.00,15/05/2018,18:08:50,16851,Y
52680,218/2017-A-15,50321,2000.00,0.00,15/05/2018,18:11:05,16852,Y
58359,13/2018-A-17,25428,2000.00,0.00,15/05/2018,18:12:57,16853,Y
47186,169/2016-A-20,8932,500.00,0.00,15/05/2018,18:14:42,16854,Y
52581,170/2017-A-19,50288,100.00,0.00,15/05/2018,18:15:24,16855,Y
57964,09/18-A-3,26277,1000.00,0.00,15/05/2018,18:34:56,16856,Y
