797,88,46590
56528,273/2017-B-4,53212,150.00,0.00,06/06/2018,13:00:37,4581,Y
60257,106/18-A-14,57135,500.00,0.00,06/06/2018,13:05:16,4582,Y
58288,16/2018-A-7,55171,500.00,0.00,06/06/2018,13:06:45,4583,Y
54701,223/2017-A-19,51342,500.00,0.00,06/06/2018,13:10:02,4584,Y
49218,82/2017-A-7,9927,400.00,0.00,06/06/2018,13:12:56,4585,Y
43972,72/2017-B-18,15773,200.00,0.00,06/06/2018,13:14:47,4586,Y
44923,15/2016-A-11,11634,500.00,0.00,06/06/2018,13:20:49,4587,Y
41156,159/2015-B-3,22215,200.00,0.00,06/06/2018,13:24:30,4588,Y
62568,67/2018-A-9,15873,300.00,0.00,06/06/2018,13:26:40,4589,Y
50420,78/2017-A-11,28604,500.00,0.00,06/06/2018,13:30:36,4590,Y
62009,66/2018-A-11,58827,1000.00,0.00,06/06/2018,13:34:03,4591,Y
54043,198/2017-A-20,23717,300.00,0.00,06/06/2018,13:37:32,4592,Y
61729,TF25M01L-1090785,58539,100.00,0.00,06/06/2018,13:40:22,4593,Y
61173,115/18-B-8,57981,100.00,0.00,06/06/2018,13:44:17,4594,Y
56051,254/2017-A-2,52698,400.00,0.00,06/06/2018,13:46:26,4595,Y
49275,38/2017-A-14,28178,400.00,0.00,06/06/2018,13:53:03,4596,Y
55306,248/2017-A-2,16009,500.00,0.00,06/06/2018,13:54:24,4597,Y
41251,159/2015-B-18,19611,200.00,0.00,06/06/2018,13:55:01,4598,Y
58738,28/18-B-14,19895,100.00,0.00,06/06/2018,13:58:03,4599,Y
41255,159/2015-B-19,19895,100.00,0.00,06/06/2018,13:58:41,4600,Y
59129,27/2018-B-18,56065,100.00,0.00,06/06/2018,14:06:06,4601,Y
59130,27/2018-B-17,56067,100.00,0.00,06/06/2018,14:06:47,4602,Y
59709,57/18-A-10,56631,200.00,0.00,06/06/2018,14:14:43,4603,Y
52997,185/2017-A-5,8933,500.00,0.00,06/06/2018,14:20:00,4604,Y
53095,162/2017-A-18,12504,500.00,0.00,06/06/2018,14:22:49,4605,Y
52710,179/2017-A-12,30249,600.00,0.00,06/06/2018,14:26:22,4606,Y
62332,64/2018-B-3,59079,200.00,0.00,06/06/2018,14:32:11,4607,Y
62324,115/18-B-19,59189,100.00,0.00,06/06/2018,14:32:51,4608,Y
47006,166/2016-A-20,10683,1000.00,0.00,06/06/2018,14:36:05,4609,Y
58337,14/2018-B-20,55231,200.00,0.00,06/06/2018,14:42:15,4610,Y
54739,217/2017-A-23,24307,300.00,0.00,06/06/2018,14:45:23,4611,Y
47956,02/2017-A-10,27580,400.00,0.00,06/06/2018,14:57:31,4612,Y
51372,120/2017-A-6,13355,300.00,0.00,06/06/2018,15:01:39,4613,Y
56384,239/2017-A-5,50642,2300.00,0.00,06/06/2018,15:12:36,4614,Y
53702,189/2017-B-13,50642,3340.00,0.00,06/06/2018,15:13:16,4615,Y
55484,240/2017-A-16,19040,2000.00,0.00,06/06/2018,15:18:45,4616,Y
52357,143/2017-B-8,30019,300.00,0.00,06/06/2018,15:19:05,4617,Y
59343,53/18-A-19,56255,300.00,0.00,06/06/2018,15:21:41,4618,Y
49410,76/2017-B-9,28772,100.00,0.00,06/06/2018,15:25:41,4619,Y
61894,106/18-A-13,28772,100.00,0.00,06/06/2018,15:26:09,4620,Y
60845,46/2018-A-7,26275,1500.00,0.00,06/06/2018,15:29:27,4621,Y
61897,101/18-A-8,58688,200.00,0.00,06/06/2018,15:34:41,4622,Y
60853,77/18-A-17,57715,1000.00,0.00,06/06/2018,15:39:22,4623,Y
53975,194/2017-A-6,27076,100.00,0.00,06/06/2018,15:42:37,4624,Y
47957,02/2017-A-11,27609,4900.00,0.00,06/06/2018,15:51:45,4625,Y
48602,24/2017-B-17,22968,800.00,0.00,06/06/2018,15:55:23,4626,Y
61313,94/18-A-14,22968,200.00,0.00,06/06/2018,15:57:01,4627,Y
53857,190/2017-A-20,25843,400.00,0.00,06/06/2018,16:06:44,4628,Y
47776,187/2016-A-14,27576,400.00,0.00,06/06/2018,16:11:55,4629,Y
54343,157/17-B-10,51040,200.00,0.00,06/06/2018,16:17:57,4630,Y
57266,236/17-A-9,8726,600.00,0.00,06/06/2018,16:20:23,4631,Y
52967,164/2017-A-12,19711,400.00,0.00,06/06/2018,16:21:26,4632,Y
52859,164/2017-A-10,20668,400.00,0.00,06/06/2018,16:21:38,4633,Y
47012,166/2016-B-4,26941,200.00,0.00,06/06/2018,16:24:24,4634,Y
50352,82/2017-B-6,22673,100.00,0.00,06/06/2018,16:25:52,4635,Y
54754,229/2017-A-19,20966,200.00,0.00,06/06/2018,16:26:50,4636,Y
49573,46/2017-A-18,12245,200.00,0.00,06/06/2018,16:31:49,4637,Y
61182,105/18-A-4,23717,400.00,0.00,06/06/2018,16:42:59,4638,Y
57564,11/18-A-4,54272,150.00,0.00,06/06/2018,16:47:25,4639,Y
50351,91/2017-A-11,29019,200.00,0.00,06/06/2018,16:52:12,4640,Y
48700,29/2017-B-8,28257,100.00,0.00,06/06/2018,16:52:43,4641,Y
57307,08/18-A-12,28582,500.00,0.00,06/06/2018,17:00:17,4642,Y
49214,82/2017-B-15,21828,200.00,0.00,06/06/2018,17:05:14,4643,Y
54813,223/2017-A-18,51461,1000.00,0.00,06/06/2018,17:09:43,4644,Y
50121,72/2017-A-17,20554,500.00,0.00,06/06/2018,17:14:00,4645,Y
48098,08/2017-A-12,27629,300.00,0.00,06/06/2018,17:18:19,4646,Y
62309,118/18-A-5,59110,500.00,0.00,06/06/2018,17:20:48,4647,Y
47559,180/2016-A-18,8423,500.00,0.00,06/06/2018,17:22:51,4648,Y
61928,273/2017-B-13,51634,3200.00,0.00,06/06/2018,17:28:49,4649,Y
62036,115/18-A-18,23392,100.00,0.00,06/06/2018,17:32:25,4650,Y
53260,165/2017-A-10,23392,500.00,0.00,06/06/2018,17:32:39,4651,Y
54861,256/2017-A-12,24257,200.00,0.00,06/06/2018,17:34:27,4652,Y
54579,211/2017-A-15,50821,100.00,0.00,06/06/2018,17:37:03,4653,Y
58209,02/18-A-11,55080,200.00,0.00,06/06/2018,17:39:56,4654,Y
54233,194/2017-A-5,8489,200.00,0.00,06/06/2018,17:42:11,4655,Y
54262,197/2017-A-3,22324,500.00,0.00,06/06/2018,17:46:32,4656,Y
56680,273/2017-A-25,24287,1000.00,0.00,06/06/2018,17:51:39,4657,Y
60849,72/18-B-2,57708,200.00,0.00,06/06/2018,17:54:53,4658,Y
62037,63/2018-A-9,52993,400.00,0.00,06/06/2018,17:56:02,4659,Y
56321,237/2017-A-2,52993,600.00,0.00,06/06/2018,17:56:40,4660,Y
58861,10/2018-A-15,52993,400.00,0.00,06/06/2018,17:57:17,4661,Y
58375,16/2018-A-2,50970,500.00,0.00,06/06/2018,18:02:09,4662,Y
58387,16/2018-A-4,55293,500.00,0.00,06/06/2018,18:03:00,4663,Y
58386,16/2018-A-3,55291,500.00,0.00,06/06/2018,18:05:09,4664,Y
58385,16/2018-A-5,55287,500.00,0.00,06/06/2018,18:06:41,4665,Y
56704,269/2017-A-2,11591,500.00,0.00,06/06/2018,18:11:44,4666,Y
54440,208/2017-B-2,51093,150.00,0.00,06/06/2018,18:19:28,4667,Y
58912,34/18-A-4,24066,300.00,0.00,06/06/2018,18:21:16,4668,Y
